2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/org.eclipse.sisu.plexus-0.9.0.M3.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/plexus-build-api-0.0.7.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/plexus-build-api-1.2.0.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/plexus-cipher-2.0.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/plexus-classworlds-2.8.0.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/plexus-component-annotations-2.1.0.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/plexus-interpolation-1.27.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/plexus-sec-dispatcher-2.0.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/plexus-utils-3.5.1.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/plexus-xml-3.0.1.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/wagon-file-3.5.3.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/wagon-http-3.5.3.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/wagon-http-shared-3.5.3.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/wagon-provider-api-3.5.3.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava_33.4.0.jre [29])
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/com.google.guava_33.4.0.jre.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=slf4j.api_2.0.17 [606])
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/slf4j.api_2.0.17.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=jakarta.inject.jakarta.inject-api_1.0.5 [45])
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/jakarta.inject.jakarta.inject-api_1.0.5.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=jakarta.annotation-api_1.3.5 [41])
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/jakarta.annotation-api_1.3.5.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.cli_1.9.0 [77])
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.apache.commons.cli_1.9.0.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.commons-codec_1.16.0 [79])
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.apache.commons.commons-codec_1.16.0.jar
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava.failureaccess_1.0.2 [30])
2025-07-20 16:51:34,830 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/com.google.guava.failureaccess_1.0.2.jar
2025-07-20 16:51:34,832 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.e.m.i.launch.MavenLaunchDelegate - Run build in "/Users/amitupadhyay/Developer/flink_tutorial/windows_process":
2025-07-20 16:51:34,832 [Worker-115: Launching Executing clean in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -Dstyle.color=always clean
2025-07-20 16:51:42,608 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013 [359])
2025-07-20 16:51:42,608 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013
2025-07-20 16:51:42,608 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/aopalliance-1.0.jar
2025-07-20 16:51:42,608 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/guice-5.1.0.jar
2025-07-20 16:51:42,608 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/httpclient-4.5.14.jar
2025-07-20 16:51:42,608 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/httpcore-4.4.16.jar
2025-07-20 16:51:42,608 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/jansi-2.4.1.jar
2025-07-20 16:51:42,608 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/jcl-over-slf4j-1.7.36.jar
2025-07-20 16:51:42,608 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-artifact-3.9.9.jar
2025-07-20 16:51:42,608 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-builder-support-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-compat-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-core-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-embedder-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-model-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-model-builder-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-plugin-api-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-repository-metadata-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-resolver-api-1.9.22.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-resolver-connector-basic-1.9.22.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-resolver-impl-1.9.22.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-resolver-named-locks-1.9.22.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-resolver-provider-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-resolver-spi-1.9.22.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-resolver-transport-file-1.9.22.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-resolver-transport-http-1.9.22.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-resolver-transport-wagon-1.9.22.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-resolver-util-1.9.22.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-settings-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-settings-builder-3.9.9.jar
2025-07-20 16:51:42,609 [Worker-121: Launching Executing install in _Users_amitupadhyay_Developer_flink_tutorial_windows_process] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /Applications/SpringToolsForEclipse.app/Contents/Eclipse/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013/jars/maven-shared-utils-3.4.2.jar
